Am i the only one who have and headache looking a this photo? 😅
Any way great choice to keep all the stiffness on the perimeter of the building!!
I have no idea why they built that except as a base for the Mighty Monarch!
""
Never heard of this til now...what is the point of it?  Just a set of many stairways and landings??? Seems like the architect lost his mind on this one....
"Its an ""attraction."" They're charging money for people to go in it."
Looks like an Escher painting.
This thing is super cool. Were you actually on site or did you find this online?
a little Chinese style
.... I mean the color
